# ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P29846	uniprotkb:P29846	uniprotkb:A7YCU9|intact:EBI-909718|uniprotkb:P29846	uniprotkb:A7YCU9|intact:EBI-909718|uniprotkb:P29846	psi-mi:polg_hcvtw(display_short)|psi-mi:Genome polyprotein(display_long)|MINT:NS3(author assigned name)	psi-mi:polg_hcvtw(display_short)|psi-mi:Genome polyprotein(display_long)|MINT:NS3(author assigned name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Pan RY. et al.(2010)	intact:EBI-7640932|mint:d-09-01943|doi:10.1016/j.febslet.2009.11.090|mint:MINT-7306462|mint:MINT-7306460|pubmed:19958771|imex:IM-15565	taxid:31645(hcvtw)|taxid:31645("Hepatitis C virus genotype 1b (isolate Taiwan) (HCV)")	taxid:31645(hcvtw)|taxid:31645("Hepatitis C virus genotype 1b (isolate Taiwan) (HCV)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-7640950|mint:MINT-7306465|imex:IM-15565-1	intact-miscore:0.4
uniprotkb:Q9WMX2-PRO_0000037552	uniprotkb:Q9P0L0	intact:EBI-9005440|uniprotkb:Q9WMX2-PRO_0000037552	uniprotkb:Q9UBZ2|uniprotkb:O75453|uniprotkb:Q5U0E7|intact:EBI-2556404|uniprotkb:A6NDZ0|intact:EBI-2512000|uniprotkb:D3DUI3|ensembl:ENSP00000382880.3|intact:EBI-1059156|uniprotkb:Q9P0L0	psi-mi:q9wmx2-pro_0000037552(display_short)|psi-mi:RNA-directed RNA polymerase(display_long)	psi-mi:vapa_human(display_short)|psi-mi:Vesicle-associated membrane protein-associated protein A(display_long)|uniprotkb:VAPA(gene name)|uniprotkb:33 kDa VAMP-associated protein(gene name synonym)|uniprotkb:VAP33(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Wang S. et al.(2012)	intact:EBI-12687585|pubmed:21957124|imex:IM-25733	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-12738487|imex:IM-25733-16	intact-miscore:0.5
uniprotkb:Q9WMX2-PRO_0000037552	uniprotkb:Q9P0L0	intact:EBI-9005440|uniprotkb:Q9WMX2-PRO_0000037552	uniprotkb:Q9UBZ2|uniprotkb:O75453|uniprotkb:Q5U0E7|intact:EBI-2556404|uniprotkb:A6NDZ0|intact:EBI-2512000|uniprotkb:D3DUI3|ensembl:ENSP00000382880.3|intact:EBI-1059156|uniprotkb:Q9P0L0	psi-mi:q9wmx2-pro_0000037552(display_short)|psi-mi:RNA-directed RNA polymerase(display_long)	psi-mi:vapa_human(display_short)|psi-mi:Vesicle-associated membrane protein-associated protein A(display_long)|uniprotkb:VAPA(gene name)|uniprotkb:33 kDa VAMP-associated protein(gene name synonym)|uniprotkb:VAP33(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Wang S. et al.(2012)	intact:EBI-12687585|pubmed:21957124|imex:IM-25733	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-12738502|imex:IM-25733-17	intact-miscore:0.5
uniprotkb:Q9P0L0	uniprotkb:Q9WMX2-PRO_0000037552	uniprotkb:Q9UBZ2|uniprotkb:O75453|uniprotkb:Q5U0E7|intact:EBI-2556404|uniprotkb:A6NDZ0|intact:EBI-2512000|uniprotkb:D3DUI3|ensembl:ENSP00000382880.3|intact:EBI-1059156|uniprotkb:Q9P0L0	intact:EBI-9005440|uniprotkb:Q9WMX2-PRO_0000037552	psi-mi:vapa_human(display_short)|psi-mi:Vesicle-associated membrane protein-associated protein A(display_long)|uniprotkb:VAPA(gene name)|uniprotkb:33 kDa VAMP-associated protein(gene name synonym)|uniprotkb:VAP33(gene name synonym)	psi-mi:q9wmx2-pro_0000037552(display_short)|psi-mi:RNA-directed RNA polymerase(display_long)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Wang S. et al.(2012)	intact:EBI-12687585|pubmed:21957124|imex:IM-25733	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-12738512|imex:IM-25733-18	intact-miscore:0.5
uniprotkb:Q9WMX2-PRO_0000037552	uniprotkb:Q9P0L0	intact:EBI-9005440|uniprotkb:Q9WMX2-PRO_0000037552	uniprotkb:Q9UBZ2|uniprotkb:O75453|uniprotkb:Q5U0E7|intact:EBI-2556404|uniprotkb:A6NDZ0|intact:EBI-2512000|uniprotkb:D3DUI3|ensembl:ENSP00000382880.3|intact:EBI-1059156|uniprotkb:Q9P0L0	psi-mi:q9wmx2-pro_0000037552(display_short)|psi-mi:RNA-directed RNA polymerase(display_long)	psi-mi:vapa_human(display_short)|psi-mi:Vesicle-associated membrane protein-associated protein A(display_long)|uniprotkb:VAPA(gene name)|uniprotkb:33 kDa VAMP-associated protein(gene name synonym)|uniprotkb:VAP33(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Wang S. et al.(2012)	intact:EBI-12687585|pubmed:21957124|imex:IM-25733	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-12738526|imex:IM-25733-19	intact-miscore:0.5
uniprotkb:Q9WMX2	uniprotkb:P0DME0	intact:EBI-710918|uniprotkb:Q9WMX2	ensembl:ENSP00000480946.2|intact:EBI-11513373|uniprotkb:P0DME0	psi-mi:polg_hcvco(display_short)|psi-mi:Genome polyprotein(display_long)	psi-mi:setlp_human(display_short)|psi-mi:Protein SETSIP(display_long)|uniprotkb:SET pseudogene protein 18(gene name synonym)|uniprotkb:SET similar protein(gene name synonym)|uniprotkb:Similar to SET translocation protein(gene name synonym)|uniprotkb:SETP18(gene name synonym)|uniprotkb:SETSIP(gene name)	psi-mi:"MI:0096"(pull down)	Germain MA. et al.(2014)	intact:EBI-11513168|pubmed:24169621|imex:IM-26663	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11513409|imex:IM-26663-21	intact-miscore:0.35
intact:EBI-6863782	uniprotkb:P13489	-	uniprotkb:Q8IZK8|uniprotkb:Q96FD7|uniprotkb:Q9BQ80|uniprotkb:Q9UDK6|ensembl:ENSP00000346402.2|ensembl:ENSP00000348515.5|ensembl:ENSP00000380729.3|ensembl:ENSP00000380738.1|ensembl:ENSP00000380739.2|ensembl:ENSP00000416589.2|ensembl:ENSP00000433999.1|ensembl:ENSP00000435594.1|ensembl:ENSP00000478664.1|ensembl:ENSP00000479004.1|ensembl:ENSP00000479966.1|ensembl:ENSP00000480036.1|ensembl:ENSP00000484572.1|ensembl:ENSP00000487753.1|ensembl:ENSP00000487940.1|ensembl:ENSP00000488734.1|intact:EBI-1237106|uniprotkb:P13489	psi-mi:ns3_ns4a_hcvco(display_short)|psi-mi:Serine protease NS3/Non-structural protein 4A(display_long)|HPIDb:NS3/4A(author assigned name)	psi-mi:rini_human(display_short)|psi-mi:Ribonuclease inhibitor(display_long)|uniprotkb:RNH1(gene name)|uniprotkb:Placental ribonuclease inhibitor(gene name synonym)|uniprotkb:Ribonuclease/angiogenin inhibitor 1(gene name synonym)|uniprotkb:RNH(gene name synonym)|uniprotkb:PRI(gene name synonym)|HPIDb:RNase inhibitor(author assigned name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Lai C.K. et al.(2008)	intact:EBI-6863761|pubmed:18562541|imex:IM-26711	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-6863780|imex:IM-26711-1	intact-miscore:0.35
intact:EBI-6863782	uniprotkb:Q14103	-	uniprotkb:P07029|uniprotkb:Q01858|uniprotkb:Q14100|uniprotkb:Q14101|uniprotkb:Q14102|uniprotkb:Q4W5A1|uniprotkb:A8K9J2|uniprotkb:Q9UCE8|uniprotkb:Q9UCE9|ensembl:ENSP00000313199.7|ensembl:ENSP00000421952.2|intact:EBI-299674|uniprotkb:Q14103	psi-mi:ns3_ns4a_hcvco(display_short)|psi-mi:Serine protease NS3/Non-structural protein 4A(display_long)|HPIDb:NS3/4A(author assigned name)	psi-mi:hnrpd_human(display_short)|psi-mi:Heterogeneous nuclear ribonucleoprotein D0(display_long)|uniprotkb:HNRNPD(gene name)|uniprotkb:AU-rich element RNA-binding protein 1(gene name synonym)|uniprotkb:HNRPD(gene name synonym)|uniprotkb:AUF1(gene name synonym)|HPIDb:hnRNP D0(author assigned name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Lai C.K. et al.(2008)	intact:EBI-6863761|pubmed:18562541|imex:IM-26711	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-6863780|imex:IM-26711-1	intact-miscore:0.35
uniprotkb:Q9WMX2	uniprotkb:Q6NXR4	intact:EBI-710918|uniprotkb:Q9WMX2	uniprotkb:D3DSV7|uniprotkb:Q96IM2|uniprotkb:Q9H5N4|ensembl:ENSP00000353971.5|ensembl:ENSP00000411169.3|ensembl:ENSP00000478396.1|intact:EBI-4566107|uniprotkb:Q6NXR4	psi-mi:polg_hcvco(display_short)|psi-mi:Genome polyprotein(display_long)	psi-mi:tti2_human(display_short)|psi-mi:TELO2-interacting protein 2(display_long)|uniprotkb:TTI2(gene name)|uniprotkb:C8orf41(gene name synonym)	psi-mi:"MI:0096"(pull down)	Germain MA. et al.(2014)	intact:EBI-11513168|pubmed:24169621|imex:IM-26663	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11513409|imex:IM-26663-21	intact-miscore:0.35
uniprotkb:Q9WMX2	uniprotkb:Q9Y605	intact:EBI-710918|uniprotkb:Q9WMX2	uniprotkb:B3KVT2|uniprotkb:D3DVT3|ensembl:ENSP00000318352.4|ensembl:ENSP00000372024.4|ensembl:ENSP00000422065.1|intact:EBI-995714|uniprotkb:Q9Y605	psi-mi:polg_hcvco(display_short)|psi-mi:Genome polyprotein(display_long)	psi-mi:mofa1_human(display_short)|psi-mi:MORF4 family-associated protein 1(display_long)|uniprotkb:MRFAP1(gene name)|uniprotkb:PAM14(gene name synonym)|uniprotkb:Protein associated with MRG of 14 kDa(gene name synonym)|uniprotkb:PGR1(gene name synonym)|uniprotkb:Protein PGR1(gene name synonym)	psi-mi:"MI:0096"(pull down)	Germain MA. et al.(2014)	intact:EBI-11513168|pubmed:24169621|imex:IM-26663	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11513409|imex:IM-26663-21	intact-miscore:0.35
uniprotkb:Q9WMX2	uniprotkb:O95153	intact:EBI-710918|uniprotkb:Q9WMX2	uniprotkb:O75111|uniprotkb:Q8N5W3|ensembl:ENSP00000345824.4|intact:EBI-28971165|intact:EBI-5915931|uniprotkb:O95153	psi-mi:polg_hcvco(display_short)|psi-mi:Genome polyprotein(display_long)	psi-mi:rimb1_human(display_short)|psi-mi:Peripheral-type benzodiazepine receptor-associated protein 1(display_long)|uniprotkb:TSPOAP1(gene name)|uniprotkb:TSPO-associated protein 1(gene name synonym)|uniprotkb:RIMS-binding protein 1(gene name synonym)|uniprotkb:RIMBP1(gene name synonym)|uniprotkb:RBP1(gene name synonym)|uniprotkb:Peripheral benzodiazepine receptor-interacting protein(gene name synonym)|uniprotkb:KIAA0612(gene name synonym)|uniprotkb:BZRAP1(gene name synonym)	psi-mi:"MI:0096"(pull down)	Germain MA. et al.(2014)	intact:EBI-11513168|pubmed:24169621|imex:IM-26663	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11513409|imex:IM-26663-21	intact-miscore:0.35
uniprotkb:Q9WMX2	uniprotkb:Q9Y277	intact:EBI-710918|uniprotkb:Q9WMX2	uniprotkb:Q9UIS0|ensembl:ENSP00000022615.4|intact:EBI-354196|uniprotkb:Q9Y277	psi-mi:polg_hcvco(display_short)|psi-mi:Genome polyprotein(display_long)	psi-mi:vdac3_human(display_short)|psi-mi:Non-selective voltage-gated ion channel VDAC3(display_long)|uniprotkb:VDAC3(gene name)|uniprotkb:Outer mitochondrial membrane protein porin 3(gene name synonym)	psi-mi:"MI:0096"(pull down)	Germain MA. et al.(2014)	intact:EBI-11513168|pubmed:24169621|imex:IM-26663	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11513409|imex:IM-26663-21	intact-miscore:0.35
uniprotkb:Q9WMX2	uniprotkb:P49411	intact:EBI-710918|uniprotkb:Q9WMX2	uniprotkb:O15276|ensembl:ENSP00000322439.3|intact:EBI-359097|uniprotkb:P49411	psi-mi:polg_hcvco(display_short)|psi-mi:Genome polyprotein(display_long)	psi-mi:eftu_human(display_short)|psi-mi:Elongation factor Tu, mitochondrial(display_long)|uniprotkb:TUFM(gene name)|uniprotkb:P43(gene name synonym)	psi-mi:"MI:0096"(pull down)	Germain MA. et al.(2014)	intact:EBI-11513168|pubmed:24169621|imex:IM-26663	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11513409|imex:IM-26663-21	intact-miscore:0.35
uniprotkb:Q9WMX2	uniprotkb:Q969Z0	intact:EBI-710918|uniprotkb:Q9WMX2	uniprotkb:O14710|uniprotkb:Q53GI8|uniprotkb:Q8NDM4|uniprotkb:Q9BUC6|uniprotkb:Q9Y2F6|uniprotkb:A4D2L2|uniprotkb:A4D2L3|uniprotkb:D3DVL5|uniprotkb:D3DVL6|ensembl:ENSP00000258770.3|ensembl:ENSP00000420597.1|intact:EBI-702328|uniprotkb:Q969Z0	psi-mi:polg_hcvco(display_short)|psi-mi:Genome polyprotein(display_long)	psi-mi:fakd4_human(display_short)|psi-mi:FAST kinase domain-containing protein 4(display_long)|uniprotkb:TBRG4(gene name)|uniprotkb:Protein TBRG4(gene name synonym)|uniprotkb:KIAA0948(gene name synonym)|uniprotkb:FASTKD4(gene name synonym)|uniprotkb:CPR2(gene name synonym)|uniprotkb:Cell cycle progression restoration protein 2(gene name synonym)|uniprotkb:Transforming growth factor beta regulator 4(gene name synonym)	psi-mi:"MI:0096"(pull down)	Germain MA. et al.(2014)	intact:EBI-11513168|pubmed:24169621|imex:IM-26663	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11513409|imex:IM-26663-21	intact-miscore:0.35
intact:EBI-6863782	uniprotkb:Q13148	-	uniprotkb:Q6FI92|uniprotkb:E2PU12|uniprotkb:Q96DJ0|intact:EBI-2821405|uniprotkb:A4GUK4|uniprotkb:A4GUK5|uniprotkb:A4GUK6|uniprotkb:B2R629|uniprotkb:Q53H27|ensembl:ENSP00000240185.4|ensembl:ENSP00000491203.1|uniprotkb:B4DJ45|intact:EBI-372899|uniprotkb:Q13148	psi-mi:ns3_ns4a_hcvco(display_short)|psi-mi:Serine protease NS3/Non-structural protein 4A(display_long)|HPIDb:NS3/4A(author assigned name)	psi-mi:tadbp_human(display_short)|psi-mi:TAR DNA-binding protein 43(display_long)|uniprotkb:TARDBP(gene name)|uniprotkb:TDP43(gene name synonym)|HPIDb:TDP-43(author assigned name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Lai C.K. et al.(2008)	intact:EBI-6863761|pubmed:18562541|imex:IM-26711	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-6863780|imex:IM-26711-1	intact-miscore:0.35
intact:EBI-6863782	uniprotkb:P68371	-	uniprotkb:P05217|uniprotkb:A2BFA2|ensembl:ENSP00000341289.4|intact:EBI-351356|uniprotkb:P68371	psi-mi:ns3_ns4a_hcvco(display_short)|psi-mi:Serine protease NS3/Non-structural protein 4A(display_long)|HPIDb:NS3/4A(author assigned name)	psi-mi:tbb4b_human(display_short)|psi-mi:Tubulin beta-4B chain(display_long)|uniprotkb:TUBB4B(gene name)|uniprotkb:Tubulin beta-2C chain(gene name synonym)|uniprotkb:Tubulin beta-2 chain(gene name synonym)|uniprotkb:TUBB2C(gene name synonym)|HPIDb:Tubulin alpha 8(author assigned name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Lai C.K. et al.(2008)	intact:EBI-6863761|pubmed:18562541|imex:IM-26711	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-6863780|imex:IM-26711-1	intact-miscore:0.35
intact:EBI-6863782	uniprotkb:P52597	-	uniprotkb:Q5T0N2|uniprotkb:Q96AU2|uniprotkb:B3KM84|intact:EBI-21357987|ensembl:ENSP00000338477.3|ensembl:ENSP00000348345.3|ensembl:ENSP00000349573.4|ensembl:ENSP00000400433.2|ensembl:ENSP00000438061.1|ensembl:ENSP00000507787.1|intact:EBI-352986|uniprotkb:P52597	psi-mi:ns3_ns4a_hcvco(display_short)|psi-mi:Serine protease NS3/Non-structural protein 4A(display_long)|HPIDb:NS3/4A(author assigned name)	psi-mi:hnrpf_human(display_short)|psi-mi:Heterogeneous nuclear ribonucleoprotein F(display_long)|uniprotkb:HNRNPF(gene name)|uniprotkb:Nucleolin-like protein mcs94-1(gene name synonym)|uniprotkb:HNRPF(gene name synonym)|HPIDb:HNRNPF(author assigned name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Lai C.K. et al.(2008)	intact:EBI-6863761|pubmed:18562541|imex:IM-26711	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-6863780|imex:IM-26711-1	intact-miscore:0.35
uniprotkb:Q9WMX2	uniprotkb:Q32P51	intact:EBI-710918|uniprotkb:Q9WMX2	uniprotkb:Q5TBS2|intact:EBI-25606008|ensembl:ENSP00000350090.2|intact:EBI-2556580|uniprotkb:Q32P51	psi-mi:polg_hcvco(display_short)|psi-mi:Genome polyprotein(display_long)|IntAct:core(author assigned name)	psi-mi:ra1l2_human(display_short)|psi-mi:Heterogeneous nuclear ribonucleoprotein A1-like 2(display_long)|uniprotkb:HNRNPA1L2(gene name)|uniprotkb:hnRNP core protein A1-like 2(gene name synonym)|uniprotkb:HNRNPA1L(gene name synonym)|IntAct:HNRNPA1L2(author assigned name)	psi-mi:"MI:0676"(tandem affinity purification)	Pichlmair A et al.(2012)	intact:EBI-6137868|pubmed:22810585|imex:IM-17331	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-6154835|imex:IM-17331-4	intact-miscore:0.35
uniprotkb:Q9WMX2	uniprotkb:Q96KK5	intact:EBI-710918|uniprotkb:Q9WMX2	ensembl:ENSP00000366679.2|intact:EBI-6147668|uniprotkb:Q96KK5	psi-mi:polg_hcvco(display_short)|psi-mi:Genome polyprotein(display_long)|IntAct:core(author assigned name)	psi-mi:h2a1h_human(display_short)|psi-mi:Histone H2A type 1-H(display_long)|uniprotkb:H2AC12(gene name)|uniprotkb:H2A-clustered histone 12(gene name synonym)|uniprotkb:HIST1H2AH(gene name synonym)|uniprotkb:HIST1H2AI(gene name synonym)|uniprotkb:Histone H2A/s(gene name synonym)|IntAct:HIST1H2AH(author assigned name)	psi-mi:"MI:0676"(tandem affinity purification)	Pichlmair A et al.(2012)	intact:EBI-6137868|pubmed:22810585|imex:IM-17331	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-6154835|imex:IM-17331-4	intact-miscore:0.35
uniprotkb:Q9WMX2	uniprotkb:Q7L7L0	intact:EBI-710918|uniprotkb:Q9WMX2	uniprotkb:B2R4S4|ensembl:ENSP00000355656.2|ensembl:ENSP00000493926.1|ensembl:ENSP00000508783.1|ensembl:ENSP00000510421.1|intact:EBI-5325551|uniprotkb:Q7L7L0	psi-mi:polg_hcvco(display_short)|psi-mi:Genome polyprotein(display_long)|IntAct:core(author assigned name)	psi-mi:h2a3_human(display_short)|psi-mi:Histone H2A type 3(display_long)|uniprotkb:H2AC25(gene name)|uniprotkb:HIST3H2A(gene name synonym)|uniprotkb:H2AW(gene name synonym)|uniprotkb:H2A-clustered histone 25(gene name synonym)|IntAct:HIST3H2A(author assigned name)	psi-mi:"MI:0676"(tandem affinity purification)	Pichlmair A et al.(2012)	intact:EBI-6137868|pubmed:22810585|imex:IM-17331	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-6154835|imex:IM-17331-4	intact-miscore:0.35
uniprotkb:Q9WMX2	uniprotkb:Q9UPT5	intact:EBI-710918|uniprotkb:Q9WMX2	uniprotkb:Q96FF0|uniprotkb:Q9H8C3|uniprotkb:Q9H9X3|uniprotkb:Q9HA32|uniprotkb:Q8ND93|uniprotkb:Q8WV91|uniprotkb:B5MC69|uniprotkb:B8XXP2|ensembl:ENSP00000334100.6|intact:EBI-720048|uniprotkb:Q9UPT5	psi-mi:polg_hcvco(display_short)|psi-mi:Genome polyprotein(display_long)	psi-mi:exoc7_human(display_short)|psi-mi:Exocyst complex component 7(display_long)|uniprotkb:EXOC7(gene name)|uniprotkb:Exocyst complex component Exo70(gene name synonym)|uniprotkb:KIAA1067(gene name synonym)|uniprotkb:EXO70(gene name synonym)	psi-mi:"MI:0096"(pull down)	Germain MA. et al.(2014)	intact:EBI-11513168|pubmed:24169621|imex:IM-26663	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11513409|imex:IM-26663-21	intact-miscore:0.5
uniprotkb:Q9WMX2	uniprotkb:Q86Y56	intact:EBI-710918|uniprotkb:Q9WMX2	uniprotkb:Q69YL1|uniprotkb:Q96FI9|uniprotkb:Q9NX75|ensembl:ENSP00000297440.6|intact:EBI-719966|uniprotkb:Q86Y56	psi-mi:polg_hcvco(display_short)|psi-mi:Genome polyprotein(display_long)	psi-mi:daaf5_human(display_short)|psi-mi:Dynein axonemal assembly factor 5(display_long)|uniprotkb:DNAAF5(gene name)|uniprotkb:HEATR2(gene name synonym)|uniprotkb:HEAT repeat-containing protein 2(gene name synonym)	psi-mi:"MI:0096"(pull down)	Germain MA. et al.(2014)	intact:EBI-11513168|pubmed:24169621|imex:IM-26663	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11513409|imex:IM-26663-21	intact-miscore:0.35
uniprotkb:Q9WMX2	uniprotkb:P43487	intact:EBI-710918|uniprotkb:Q9WMX2	uniprotkb:Q53EY3|ensembl:ENSP00000327583.3|intact:EBI-1032909|uniprotkb:P43487	psi-mi:polg_hcvco(display_short)|psi-mi:Genome polyprotein(display_long)	psi-mi:rang_human(display_short)|psi-mi:Ran-specific GTPase-activating protein(display_long)|uniprotkb:RANBP1(gene name)|uniprotkb:Ran-binding protein 1(gene name synonym)	psi-mi:"MI:0096"(pull down)	Germain MA. et al.(2014)	intact:EBI-11513168|pubmed:24169621|imex:IM-26663	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11513409|imex:IM-26663-21	intact-miscore:0.35
